no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,annee,nature_travaux_clean
3001662411,3000885014,2019-10-03,2019-10-15, 3160  rue De Rouville,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,12 Logements +,Suite à un incendie dégarnissage complet et reconstruction tel que l'existant. Aucun réaménagement. Plans d'architecte et d'ingenieur.,0.0,-73.54181497297213,45.53885669571687,301534.4,5044327.68,2019,suite à un incendie dégarnissage complet et reconstruction tel que l'existant. aucun réaménagement. plans d'architecte et d'ingenieur.
3001759574,3000997253,2020-01-16,2020-05-20,   91  rue Bourget,Le Sud-Ouest,TR,Transformation,Résidentiel,3 Logements,"Agrandissement en aire de batiment,avec un appentit au toit.Modification de la façade.Travaux de structure.",1.0,-73.57801665685845,45.47799739040495,298700.6,5037566.46,2020,"agrandissement en aire de batiment,avec un appentit au toit.modification de la façade.travaux de structure."
3001807954,3000951094,2020-02-20,2020-02-24, 1427  boulevard Pie-IX,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,5 à 11 Logements ,"Réamenagement intérieur du logement du 1427 boul. Pie-IX. En arrière, construction d'une nouvelle galerie.",0.0,-73.53611877308494,45.5489872298523,301979.76,5045453.29,2020,"réamenagement intérieur du logement du 1427 boul. pie-ix. en arrière, construction d'une nouvelle galerie."
3001640656,3000869833,2019-08-30,2019-09-12, 8419  avenue des Belges,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,2 Logements,"RÉAMÉNAGEMENT DU RDC, INCLUANT DES TRAVAUX DE STRUCTURE",0.0,-73.63170127035738,45.54686897361068,294516.06,5045225.69,2019,"réaménagement du rdc, incluant des travaux de structure"
3001595038,3000866434,2019-06-07,2019-09-06, 1694  rue Poupart,Ville-Marie,TR,Travaux d'agrandissement,Résidentiel,5 à 11 Logements ,"En cour arrière, du sous-sol au 3e étage, agrandir en aire de bâtiment d'environ 72.8 m² et aménager 2 unités de stationnement pour automobile, à tous les étages, réaménager la partie existante des 6 logements, tels qu'aux plans approuvés.",0.0,-73.55052348076504,45.53039597588628,300853.7,5043387.83,2019,"en cour arrière, du sous-sol au 3e étage, agrandir en aire de bâtiment d'environ 72.8 m² et aménager 2 unités de stationnement pour automobile, à tous les étages, réaménager la partie existante des 6 logements, tels qu'aux plans approuvés."
3001566040,3000833035,2019-05-13,2019-06-11,16149  boulevard Gouin Ouest,L'Île-Bizard - Sainte-Geneviève,TR,Terrasse,Résidentiel,1 Logement,"TRAVAUX DE RÉFECTION DE LA GALERIE EN FAÇADE: REMPLACER LE PLANCHER PAR DU BOIS DE CÈDRE, COULEUR GRIS NATUREL ET REMPLACEMENT DES COLONNES EN FIBRE DE VERRE, MODÈLE RECTANGULAIRE, DE COULEUR BLANCHE.",0.0,-73.8732408787237,45.47913397517505,275620.36,5037757.58,2019,"travaux de réfection de la galerie en façade: remplacer le plancher par du bois de cèdre, couleur gris naturel et remplacement des colonnes en fibre de verre, modèle rectangulaire, de couleur blanche."
3001618019,3000845493,2019-07-24,2019-07-24, 2451  rue Louis-Veuillot,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,"En façade au RDC, réfection des galleries en aluminium et des limons dans les mêmes dimensions (les garde-corps existants seront ré-installés) + couler nouvelle dalle de béton à la base des escaliers. Aucun travaux de structure.",0.0,-73.53627990852972,45.57173807847495,301968.32,5047981.63,2019,"en façade au rdc, réfection des galleries en aluminium et des limons dans les mêmes dimensions (les garde-corps existants seront ré-installés) + couler nouvelle dalle de béton à la base des escaliers. aucun travaux de structure."
3001618229,3000845756,2019-07-24,2019-07-24, 1427  boulevard Pie-IX,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,5 à 11 Logements ,"Au 2e étage (1431, boul. Pie-IX) travaux de réaménagement intérieur mineur, tel que plans d'architecte et ingénieur",0.0,-73.53611877308494,45.5489872298523,301979.76,5045453.29,2019,"au 2e étage (1431, boul. pie-ix) travaux de réaménagement intérieur mineur, tel que plans d'architecte et ingénieur"
3001662118,3000880474,2019-10-03,2019-10-03, 2631  rue Monsabré,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,4 Logements,"Imperméabilisation des fondations, installer membrane et drain français. Réfection du perron+marches du rdc en fibre de verre face à la rue Monsabré. Réfection marches au rdc en fibre de verre face à la rue Desaulniers. Le tout dans les mêmes dimensions. Aucuns empiètements autorisés.",0.0,-73.53969628517083,45.57139172435227,301701.65,5047943.27,2019,"imperméabilisation des fondations, installer membrane et drain français. réfection du perron+marches du rdc en fibre de verre face à la rue monsabré. réfection marches au rdc en fibre de verre face à la rue desaulniers. le tout dans les mêmes dimensions. aucuns empiètements autorisés."
3001662239,3001069956,2019-10-03,2020-07-28, 1695  rue de Ville-Marie,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,2 Logements,Au mur arrière: imperméabilisation de la fondation et installer un drain français. Réfection de la descente au sous-sol.,0.0,-73.53231485017372,45.5592549128438,302277.24,5046594.22,2020,au mur arrière: imperméabilisation de la fondation et installer un drain français. réfection de la descente au sous-sol.
3001662333,3000880617,2019-10-03,2019-10-03, 2051  rue Dézéry,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,5 à 11 Logements ,Réaménagement au sous-sol tel que plan soumis. Aucuns travaux de structure / aucuns travaux extérieurs.,0.0,-73.54814092329525,45.541485289678334,301040.54,5044620.08,2019,réaménagement au sous-sol tel que plan soumis. aucuns travaux de structure / aucuns travaux extérieurs.
3001613776,3000855627,2019-07-15,2019-08-16,  644  82e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,AGRANDISSEMENT DE 12 X 14 PIEDS À L'ARRIÈRE DU BÂTIMENT,0.0,-73.49189240127606,45.68998814799438,305431.48,5061122.51,2019,agrandissement de 12 x 14 pieds à l'arrière du bâtiment
3001668895,3000898035,2019-10-15,2019-11-08,  709  avenue Stuart,Outremont,TR,Transformation,Résidentiel,Duplex,RÉFECTION DE LA MEMBRANE D'ÉTANCHÉITÉ DU BÂTIMENT PRINCIPAL. NOUVELLE MEMBRANE ÉLASTOMÈRE DE COULEUR BLANCHE. À L'ARRIÈRE AU 2E ÉTAGE RETIRER LA CHEMINÉE EXISTANTE ET DÉMONTER LA TERRASSE AU TOIT EXISTANTE.,0.0,-73.61295868937775,45.51877352356292,295975.18,5042101.18,2019,réfection de la membrane d'étanchéité du bâtiment principal. nouvelle membrane élastomère de couleur blanche. à l'arrière au 2e étage retirer la cheminée existante et démonter la terrasse au toit existante.
3001626790,3000876336,2019-08-09,2019-09-25, 3455  rue Aylmer,Le Plateau-Mont-Royal,TR,T4:Transf. int. RBQ/NEXEMP,Résidentiel,5 à 11 Logements ,À l'intérieur réaménager les logements 510 et 603. Aucuns travaux de structures et Aucuns travaux en façade.,0.0,-73.57402651854912,45.50718129460489,299015.54,5040809.38,2019,à l'intérieur réaménager les logements 510 et 603. aucuns travaux de structures et aucuns travaux en façade.
3001626799,3000876520,2019-08-09,2019-09-25, 3460  rue Durocher,Le Plateau-Mont-Royal,TR,T4:Transf. int. RBQ/NEXEMP,Résidentiel,5 à 11 Logements ,À l'intérieur réaménager les logements 1102 et 1103. Aucuns travaux de structures et aucuns travaux en façade.,0.0,-73.57402997331434,45.507615802359126,299015.32,5040857.67,2019,à l'intérieur réaménager les logements 1102 et 1103. aucuns travaux de structures et aucuns travaux en façade.
3001577195,3000836212,2019-05-23,2019-06-20, 9200  15e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,1 Logement,"EN COUR AVANT (CÔTÉ LOUVAIN EST), AJOUT D'UN ESCALIER EXTÉRIEUR ET REMISE EN ÉTAT DE LA COUR AVANT AVEC VERDISSEMENT (COIN LOUVAIN ET 15 ÈME AVENUE)",0.0,-73.62881408456748,45.57509280613976,294746.54,5048361.88,2019,"en cour avant (côté louvain est), ajout d'un escalier extérieur et remise en état de la cour avant avec verdissement (coin louvain et 15 ème avenue)"
3001641726,3000886054,2019-09-03,2019-10-17, 4260  avenue Isabella,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,3 Logements,"AU 2E, RÉNOVER LE LOGEMENT, AUCUN CHANGEMENT AUX AMÉNAGEMENTS INTÉRIEURS, AUCUN TRAVAUX EXTÉRIEURS.",0.0,-73.62512556779801,45.49317105147151,295020.22,5039257.37,2019,"au 2e, rénover le logement, aucun changement aux aménagements intérieurs, aucun travaux extérieurs."
3001558658,3000841626,2019-05-07,2019-07-12, 9172  15e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,1 Logement,"AU SOUS-SOL (AJOUT # CIVIQUE: 9172 A), AJOUT D'UN LOGEMENT ET RÉAMÉNAGEMENT INTÉRIEUR (SANS TRAVAUX DE STRUCTURE)",1.0,-73.62798708840657,45.57473961550073,294811.02,5048322.53,2019,"au sous-sol (ajout # civique: 9172 a), ajout d'un logement et réaménagement intérieur (sans travaux de structure)"
3001558814,3000805162,2019-05-07,2019-05-07, 7078  rue de Bordeaux,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,4 Logements,"AU 2ÈME ÉTAGE (DANS L'APT#2), DÉGARNISSAGE ET REPOSE DE GYPSE (TYPE X 5/8 D'ÉPAISSEUR ET 45 MINUTE DE RÉSISTANCE AU FEU MINIMUM) AFIN DE RÉNOVER LA CUISINE ET LA SALLE DE BAIN DU LOGEMENT",0.0,-73.60427865699234,45.54895102749742,296657.66,5045453.92,2019,"au 2ème étage (dans l'apt#2), dégarnissage et repose de gypse (type x 5/8 d'épaisseur et 45 minute de résistance au feu minimum) afin de rénover la cuisine et la salle de bain du logement"
3001606933,3000837193,2019-06-26,2019-06-26,   14  avenue Claude-Champagne,Outremont,TR,Transformation,Résidentiel,unifamilial,"Dans l'ensemble du bâtiment, réaménagement intérieur. Aucun travaux structure. Aucun travaux extérieurs.",0.0,-73.61207763862114,45.51280512235355,296043.09,5041437.81,2019,"dans l'ensemble du bâtiment, réaménagement intérieur. aucun travaux structure. aucun travaux extérieurs."
3001586194,3000826654,2019-06-03,2019-06-04, 6918  avenue Christophe-Colomb,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,3 Logements,"RÉAMÉNAGEMENT INTÉRIEUR - DÉPLACEMENT DE SALLE BAIN, CHAMBRES À COUCHER, RANGEMENT, CUISINE, SALON",0.0,-73.6081112816923,45.5403997357686,296357.12,5044504.0,2019,"réaménagement intérieur - déplacement de salle bain, chambres à coucher, rangement, cuisine, salon"
3001586255,3000835100,2019-06-03,2019-06-14, 5669 B 14e Avenue,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,5 à 11 Logements ,RÉAMÉNAGEMENT DU SOUS-SOL,0.0,-73.57628678466524,45.55482508805003,298843.96,5046104.25,2019,réaménagement du sous-sol
3001784298,3000941913,2020-02-04,2020-02-07, 5428  rue Marquette,Le Plateau-Mont-Royal,TR,T5:Transformation int. EXEMP,Résidentiel,5 à 11 Logements ,"À l'intérieur, au 2e étage, réaménager le logement. Sans travaux de structure. Sans travaux extérieurs.",0.0,-73.58592964573491,45.536837768382775,298088.96,5044106.06,2020,"à l'intérieur, au 2e étage, réaménager le logement. sans travaux de structure. sans travaux extérieurs."
3001611966,3000840862,2019-07-10,2019-07-10, 7706  15e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,2 Logements,"AU RDC. DANS LE LOGEMENT 7708, REMPLACER LE GYPSE DES MURS EXTÉRIEUR AVEC UNE RSF AU FEU DE 1HRE ET RÉISOLER.",0.0,-73.60283612344242,45.564763758495054,296772.55,5047211.07,2019,"au rdc. dans le logement 7708, remplacer le gypse des murs extérieur avec une rsf au feu de 1hre et réisoler."
3001583663,3000837855,2019-05-30,2019-06-27, 8434  rue Saint-André,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,4 Logements,"EN COUR LATÉRALE, CONSTRUCTION D'UN ACCÈS AU SOUS-SOL, RÉAMÉNAGEMENT DU SOUS-SOL POUR UN NOUVEAU LOGEMENT",1.0,-73.63105180144748,45.548359864230925,294567.04,5045391.29,2019,"en cour latérale, construction d'un accès au sous-sol, réaménagement du sous-sol pour un nouveau logement"
3001682475,3000894413,2019-10-31,2019-11-02, 1050  rue François-Dugas,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,1 Logement,"En cour arrière, ajouter un solarium.",0.0,-73.69218700167137,45.54336568819511,289792.07,5044845.89,2019,"en cour arrière, ajouter un solarium."
3001613169,3000983353,2019-07-12,2020-04-28, 3545  chemin de la Côte-des-Neiges,Ville-Marie,TR,Travaux intérieurs,Résidentiel,12 Logements +,Au 20e étage aménager les logements 2016 et 2017 en les subdivisant puisqu'il étaient réunis auparavant tels qu'aux plans approuvés.,1.0,-73.58497683726682,45.496711330173305,298158.65,5039646.7,2020,au 20e étage aménager les logements 2016 et 2017 en les subdivisant puisqu'il étaient réunis auparavant tels qu'aux plans approuvés.
3001676434,3000938893,2019-10-24,2020-02-03, 4945  avenue de Kent,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,"À L'EXTÉRIEUR, SUR LES TROIS CÔTÉS, REFAIRE LES JOINTS, RÉFECTION DES ALLÈGES ET CORRECTION PONCTUELS DE LA BRIQUE. À L'INTÉRIEUR, EFFECTUER LE REMPLACEMENT DES REVÊTEMENTS MURAUX. AUCUN CHANGEMENT AUX AMÉNAGEMENTS.",0.0,-73.64101328327467,45.4924763781672,293778.31,5039182.23,2020,"à l'extérieur, sur les trois côtés, refaire les joints, réfection des allèges et correction ponctuels de la brique. à l'intérieur, effectuer le remplacement des revêtements muraux. aucun changement aux aménagements."
3001566126,3000815836,2019-05-13,2019-05-21, 1171  rue Plessis,Ville-Marie,TR,Travaux intérieurs,Résidentiel,2 Logements,"Au vide sanitaire creuser ±4', renforcer la structure existante, ajouter des nouvelles bases de béton (5) et nouveau plancher. Tel que plans approuvés.",0.0,-73.55221074648077,45.51970868210081,300721.14,5042200.22,2019,"au vide sanitaire creuser ±4', renforcer la structure existante, ajouter des nouvelles bases de béton (5) et nouveau plancher. tel que plans approuvés."
3001847494,3000975795,2020-03-16,2020-04-09, 5846  avenue De Chateaubriand,Rosemont - La Petite-Patrie,TR,Transformation,Résidentiel,2 Logements,TRANSFORMER LE DUPLEX EN HABITATION UNIFAMILIALE. TEL QUE DOCUMENTS SOUMIS.,-1.0,-73.59808638150793,45.53259282772192,297138.95,5043635.4,2020,transformer le duplex en habitation unifamiliale. tel que documents soumis.
3001554641,3000801654,2019-04-30,2019-05-01,  630  avenue Querbes,Outremont,TR,Transformation,Résidentiel,Multifamilial,Réfection du toit plât. Remplacement de la membrane. La membrane sera de couleur blanche. Aucune modification à l'apparence du bâtiment,0.0,-73.60802933132318,45.52179767457415,296360.74,5042436.72,2019,réfection du toit plât. remplacement de la membrane. la membrane sera de couleur blanche. aucune modification à l'apparence du bâtiment
3001607591,3000839955,2019-06-27,2019-07-08, 4390  Grand Boulevard,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,"REAMENAGER L'AIRE DE PLANCHER DANS LES LOGEMENTS # 304, # 004, 102, 205, 207, AUCUN TRAVAUX EXTÉRIEUR",0.0,-73.63002845912654,45.46951397389643,294632.76,5036628.97,2019,"reamenager l'aire de plancher dans les logements # 304, # 004, 102, 205, 207, aucun travaux extérieur"
3001639538,3000867513,2019-08-30,2019-09-09,  256  chemin de la Côte-Sainte-Catherine,Outremont,TR,Transformation,Résidentiel,Triplex,"AU MUR ARRIÈRE: RÉFECTION DU REVÊTEMENT DE BOIS AVEC L'INSTALLATION DE NOUVELLES PLANCHES DE BOIS PEINTES EN BLANC INSTALLÉES À L'HORIZONTALE, TEL QU'À L'ORIGINE. AU TOIT: RÉPARER LA CHEMINÉE EN CONSERVANT L'APPARENCE IDENTIQUE À L'EXISTANT. TEL QUE DOCUMENTS SOUMIS.",0.0,-73.60023410578567,45.51563807608953,296968.85,5041751.41,2019,"au mur arrière: réfection du revêtement de bois avec l'installation de nouvelles planches de bois peintes en blanc installées à l'horizontale, tel qu'à l'origine. au toit: réparer la cheminée en conservant l'apparence identique à l'existant. tel que documents soumis."
3001581174,3000824593,2019-05-28,2019-06-03,14460  rue De Montigny,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Abattage d'arbres,Résidentiel,1 Logement,"ABATTRE 4 FRÊNES (DHP : 27, 28, 32 CM ET UN MULTI-TRONCS DE 13 ET 16 CM).",0.0,-73.49727346339276,45.67453109556415,305012.42,5059404.68,2019,"abattre 4 frênes (dhp : 27, 28, 32 cm et un multi-troncs de 13 et 16 cm)."
3001782276,3000940793,2020-02-03,2020-02-05,  458  rue Sainte-Madeleine,Le Sud-Ouest,TR,Transformation,Résidentiel,1 Logement,"Réaménagement intérieur du logement sur deux étages.Solidification des fondations au niveau du vide sanitaire ( poutre, colonne, semelles,etc ).En arrière, remplacer les fentres  dans les mêmes ouvertures et dimensions.Travaux de structure. Pas de travaux en façade.",0.0,-73.55513121042733,45.48039601429774,300489.99,5037831.54,2020,"réaménagement intérieur du logement sur deux étages.solidification des fondations au niveau du vide sanitaire ( poutre, colonne, semelles,etc ).en arrière, remplacer les fentres  dans les mêmes ouvertures et dimensions.travaux de structure. pas de travaux en façade."
3001769019,3000933533,2020-01-23,2020-01-23,10380  avenue Georges-Baril,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,2 Logements,"Au sous-sol, remplacer la dalle au complet dans les mêmes dimensions et au même niveau. Ajouter un drain français intérieur, une pompe submersible et remplacer la plomberie souteraine.",0.0,-73.66049424443531,45.55861315686348,292270.36,5046534.93,2020,"au sous-sol, remplacer la dalle au complet dans les mêmes dimensions et au même niveau. ajouter un drain français intérieur, une pompe submersible et remplacer la plomberie souteraine."
3001606396,3000836619,2019-06-25,2019-06-25, 6985  boulevard de l' Acadie,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,12 Logements +,"POUR LES APPARTEMENTS #107-108-207-208-307-308-407-408, TRAVAUX D'ISOLATION INTÉRIEUR DU MUR OUEST (AVEC GYPSE DE RÉSISTANCE AU FEU DE 45 MINUTES) ET RÉNOVATION INTÉRIEUR (SANS RÉAMÉNAGEMENT ET TRAVAUX AU NIVEAU DE LA STRUCTURE)",0.0,-73.62466505577721,45.52407685233783,295061.55,5042691.89,2019,"pour les appartements #107-108-207-208-307-308-407-408, travaux d'isolation intérieur du mur ouest (avec gypse de résistance au feu de 45 minutes) et rénovation intérieur (sans réaménagement et travaux au niveau de la structure)"
3001587495,3000825534,2019-06-04,2019-06-04, 8541  rue Hochelaga,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,5 à 11 Logements ,"Suite à un dégat d'eau, refaire la finition des logements (1, 2, 3, 4 et 6) . Aucun réaménagement ni de travaux de structure",0.0,-73.52130935851545,45.59960624152688,303137.61,5051078.26,2019,"suite à un dégat d'eau, refaire la finition des logements (1, 2, 3, 4 et 6) . aucun réaménagement ni de travaux de structure"
3001581415,3000832653,2019-05-28,2019-06-11,  153  avenue de l' Épée,Outremont,TR,Transformation,Résidentiel,Triplex,Réaménagement intérieur du 155 de l'épée (logement 2ième étage); modification de cloisons existantes; Tel que les documents soumis.,0.0,-73.59910249400531,45.51756681944135,297057.52,5041965.65,2019,réaménagement intérieur du 155 de l'épée (logement 2ième étage); modification de cloisons existantes; tel que les documents soumis.
3001701944,3000907234,2019-11-22,2019-11-27, 5965  avenue du Parc,Le Plateau-Mont-Royal,TR,T5:Transformation int. EXEMP,Résidentiel,3 Logements,"Suite au permis 3000010921-06, à l'intérieur, réinstaller une cloison afin de séparer un logement en deux et ajouter un logement.",1.0,-73.60786639120587,45.52501940137912,296373.95,5042794.74,2019,"suite au permis 3000010921-06, à l'intérieur, réinstaller une cloison afin de séparer un logement en deux et ajouter un logement."
3001718976,3000918593,2019-12-09,2019-12-17, 2275  rue Cardinal,Le Sud-Ouest,TR,Transformation,Résidentiel,1 Logement,"Transformer un duplex en cottage, pas de travaux sur l,envloppe extérieure, pas de travaux de structure .Retrait du NM 2275",-1.0,-73.59547396585721,45.460499964823285,297333.47,5035623.45,2019,"transformer un duplex en cottage, pas de travaux sur l,envloppe extérieure, pas de travaux de structure .retrait du nm 2275"
3001625658,3000854733,2019-08-08,2019-08-15, 7927  avenue Henri-Julien,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,1 Logement,CONVERSION D'UN DUPLEX EN UNIFAMILIALE. RÉAMÉNAGEMENT INTÉRIEUR DE CHAQUE ÉTAGE + AJOUT D'UN ESCALIER COMMUNICANT,-1.0,-73.62733763716409,45.54075676837438,294855.71,5044545.88,2019,conversion d'un duplex en unifamiliale. réaménagement intérieur de chaque étage + ajout d'un escalier communicant
3001705119,3000906974,2019-11-26,2019-11-27, 4584  rue Saint-Antoine Ouest,Le Sud-Ouest,TR,Transformation,Résidentiel,3 Logements,"Dans le vide sanitaire remplacer la poutre existante, par une nouvelle poutre, ajouter la fondation afin de soutenir la poutre. Travaux de structure. Aucuns travaux sur la façade. Aucun empiétement sur le lot voisin.",0.0,-73.59267168549906,45.47555682803993,297554.55,5037296.46,2019,"dans le vide sanitaire remplacer la poutre existante, par une nouvelle poutre, ajouter la fondation afin de soutenir la poutre. travaux de structure. aucuns travaux sur la façade. aucun empiétement sur le lot voisin."
3001737338,3000921273,2019-12-20,2019-12-20,  201  avenue Mercier,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,Décontamination fongique et réaménagement du sous-sol le tout tel que d'architecte. Aucuns travaux extérieurs.,0.0,,,,,2019,décontamination fongique et réaménagement du sous-sol le tout tel que d'architecte. aucuns travaux extérieurs.
3001884634,3000980853,2020-04-14,2020-04-23, 3215  rue Curatteau,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,"Réfection complète du toit à versants, en bardeaux d'asphalte tel que l'existant, le tout tel que soumission.",0.0,-73.53440603463827,45.593759293092994,302115.63,5050428.83,2020,"réfection complète du toit à versants, en bardeaux d'asphalte tel que l'existant, le tout tel que soumission."
3001884914,3000984193,2020-04-14,2020-04-30, 8362  rue de Marseille,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,2 Logements,"Réfection de la maçonnerie du mur latéral gauche, tel que l'existant. Aucun travaux de structure.",0.0,-73.52803732108019,45.59940153504149,302612.74,5051055.67,2020,"réfection de la maçonnerie du mur latéral gauche, tel que l'existant. aucun travaux de structure."
3001886254,3000981933,2020-04-16,2020-04-27, 3640  rue Adam,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,"Au 2 ième étage, (3640) solidification des solives du plafond et refaire le gypse, tel que plan d'ingénieur et lettre d'architecte. Aucun réaménagement intérieur. Aucuns travaux extérieurs.",0.0,-73.5403984129642,45.54424931276208,301645.33,5044926.92,2020,"au 2 ième étage, (3640) solidification des solives du plafond et refaire le gypse, tel que plan d'ingénieur et lettre d'architecte. aucun réaménagement intérieur. aucuns travaux extérieurs."
3001886316,3001042393,2020-04-16,2020-07-06, 1621  rue Cuvillier,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,5 à 11 Logements ,Réaménagement et mise aux normes des deux logements protégés par droits acquis situés à la cave (1621A et 1621B). Le tout tel que plans d'architecte.,0.0,-73.54228205796494,45.54281693582843,301498.15,5044767.81,2020,réaménagement et mise aux normes des deux logements protégés par droits acquis situés à la cave (1621a et 1621b). le tout tel que plans d'architecte.
3001887334,3001417501,2020-04-17,2021-07-19, 4256  avenue Papineau,Le Plateau-Mont-Royal,TR,A1:Taux implantation modifié,Résidentiel,3 Logements,"Au toit, ajouter mezzanine de ± 67 m² & terrasses, à l'arrière agrandir en aire ±26 m². Démolir hangar. Réaménager l'intérieur des logements. Revêt: brique Red Semi Smooth Flashed de Meridian, tôle métal. MS1. Refaire 2 station. auto pavés, planter 2 arbres. En façade, redresser parapet découpé et réinstaller le solin, rempl. fen. par guillotines 1/3 fixe - 2/3 ouvrants.",0.0,-73.57080884560433,45.53084818077173,299269.29,5043439.28,2021,"au toit, ajouter mezzanine de ± 67 m² & terrasses, à l'arrière agrandir en aire ±26 m². démolir hangar. réaménager l'intérieur des logements. revêt: brique red semi smooth flashed de meridian, tôle métal. ms1. refaire 2 station. auto pavés, planter 2 arbres. en façade, redresser parapet découpé et réinstaller le solin, rempl. fen. par guillotines 1/3 fixe - 2/3 ouvrants."
3001798934,3000987213,2020-02-13,2020-05-06,12171  rue James-Morrice,Ahuntsic - Cartierville,TR,Transformation,Résidentiel,4 Logements,"Aménager un 4e logement au sous-sol, cloisonner l'escalier intérieur entre le rez-de-chaussée et le sous-sol. Sans travaux extérieurs.",1.0,-73.70234632705125,45.540775358044975,288998.0,5044559.97,2020,"aménager un 4e logement au sous-sol, cloisonner l'escalier intérieur entre le rez-de-chaussée et le sous-sol. sans travaux extérieurs."
3001607604,3000839855,2019-06-27,2019-07-08, 3495  avenue Van Horne,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,12 Logements +,"REAMENAGER L'AIRE DU PLANCHER DANS LES LOGEMENTS: #210, 310, 410, AUCUN TRAVAUX EXTÉRIEUR",0.0,-73.63138834935954,45.502208357721805,294532.37,5040262.47,2019,"reamenager l'aire du plancher dans les logements: #210, 310, 410, aucun travaux extérieur"
3001659556,3000903418,2019-09-30,2019-11-19,  717  avenue Champagneur,Outremont,TR,Transformation,Résidentiel,Triplex,TRAVAUX INTÉRIEUR AU 2E ET 3E ÉTAGE: RÉAMÉNAGEMENT INTÉRIEUR AVEC LA MODIFICATION AUX CLOISONS ET À LA STRUCTURE. AUCUNE MODIFICATION À L'APPARENCE EXTÉRIEURE DU BÂTIMENT. TEL QUE DOCUMENTS SOUMIS.,0.0,-73.61125342450421,45.52119056210223,296108.78,5042369.6,2019,travaux intérieur au 2e et 3e étage: réaménagement intérieur avec la modification aux cloisons et à la structure. aucune modification à l'apparence extérieure du bâtiment. tel que documents soumis.
3001629854,3000865313,2019-08-16,2019-09-05,  841  avenue Outremont,Outremont,TR,Transformation,Résidentiel,Triplex,"AUX DEUXIÈME ET TROISIÈME ÉTAGE, RÉAMÉNAGEMENT INTÉRIEUR TEL QUE PLANS",0.0,-73.61479256998442,45.521887825337046,295832.41,5042447.48,2019,"aux deuxième et troisième étage, réaménagement intérieur tel que plans"
3001629923,3000855676,2019-08-16,2019-08-16,  591  avenue Mercier,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,"Au sous-sol, réaménagement afin de créer un logement dans la partie avant et une aire commune (salle de lavage) dans la partie arrière + ajouter un numéro civique (589).",1.0,-73.51314568826037,45.59641741440466,303774.42,5050723.74,2019,"au sous-sol, réaménagement afin de créer un logement dans la partie avant et une aire commune (salle de lavage) dans la partie arrière + ajouter un numéro civique (589)."
